image_filename,final_country,final_city,final_place,date,description,transcription,reason,landmarks_identified,historical_record_uuid,,,,,,,,,,,,,
00745f49-2c32-5665-a65f-a6f402bce5a5.jpg,Germany,Bad Pyrmont,Pädagogium Bad Pyrmont,1900s,"A vintage postcard depicting a large, ornately decorated brick building with a sign reading 'Pädagogium' on its facade. There are several people, including boys in uniform, standing in front of the building and a tree-lined street. The text 'Gruss aus Bad Pyrmont' appears at the top, suggesting it is a greeting card from the town. The reverse side of the postcard is blank for writing, with printed red lines for an address and a stamp area. The words 'POSTKARTE' and publisher information are visible.","Gruss aus Bad Pyrmont
Pädagogium
POSTKARTE
Verlag F. Pietsch, Pyrmont.
BAD PYRMONT
P.3943","The text 'Gruss aus Bad Pyrmont' and 'Pädagogium' clearly identify the location as Bad Pyrmont, Germany, and the building as an educational institution ('Pädagogium'). The design and wording of 'POSTKARTE', layout, and attire of people in the photo align with early 20th-century German postcards, likely from the 1900s. The publisher's name and stamp imprint reinforce the origin.",,8dc68c04-d8fc-5753-83e2-341b7041f77d,,,,,,,,,,,,,
0077863f-0d4e-5fc0-9911-77eafba5436b.jpg,Sweden,Kiruna,Kiruna Church,1910s,"Colorized vintage view of a red wooden church with steep gabled roofs and a separate tall bell tower, both surrounded by birch trees and low stone walls. A gently sloping road leads up to the church entrance from the foreground. The sky is bright blue with scattered clouds, and there are no people or vehicles visible. The image has the look of an early 20th‑century hand‑tinted postcard.",,"The building style and layout closely match Kiruna Church in northern Sweden: a large red‑painted wooden church with steep roofs, separate wooden bell tower, and surrounding birch trees and stone walls. The hand‑tinted coloration, composition, and absence of modern elements suggest an early 20th‑century postcard, likely from the 1910s, shortly after the church’s completion in 1912.",,a37e1cf8-e186-5c30-a1e3-1746f5023e1e,,,,,,,,,,,,,
007ac0ea-9476-54e7-a51e-9f9df3e76640.jpg,Sweden,Ronneby,Schweizeriet i Rådhusparken,1900s,"Colorized vintage postcard showing a large wooden pavilion-style building with a central two‑storey veranda, surrounded by lush trees and a picket fence. A Swedish flag flies from a tall flagpole on the roof. People are visible standing on the balcony and in front of the entrance. In the foreground, a path runs along a landscaped park with a few figures walking.",Schweizeriet i Rådhusparken. Ronneby.,"The front text clearly names the location as “Schweizeriet i Rådhusparken. Ronneby.�?The language is Swedish and the flag on the roof is the Swedish flag, so the country is Sweden and the city is Ronneby. The depicted building is a pavilion or café (Schweizeri) located in Rådhusparken, a park setting, fitting the 'others' and 'garden' landmark types. The colorized lithographic style, fashion of the people, and printing style suggest an early 20th‑century postcard, likely around the 1900s.",,78a27d92-05fc-5445-a80c-08b0f5369b7e,,,,,,,,,,,,,
007af72f-e01f-5f4f-8ce8-5ae551f3b3c0.jpg,Germany,Stolpen,Stolpen Castle,1920s,"The postcard depicts a picturesque European townscape with a prominent hilltop castle or fortress overlooking red-roofed houses and a church with a tall steeple. In the foreground are open fields and rows of trees. The overall style is vintage, suggesting an early-to-mid 20th-century origin. At the bottom left, partially in cursive script, is the text 'Stolpen i. Sa.'",Stolpen i. Sa.,"The text 'Stolpen i. Sa.' refers to Stolpen in Sachsen (Saxony), Germany, known for Stolpen Castle on a hill. The landscape and architectural style are typical for eastern German towns. The image style and coloring technique suggest a 1920s postcard.",Burg Stolpen (https://www.wikidata.org/wiki/Q314460),4e82c206-060e-529b-8a4c-f067180d6e72,,,,,,,,,,,,,
0082a03c-58b1-5cdb-bc0c-94f778d7e99c.jpg,Germany,Pegau,Frankeplatz,1910s,"Sepia-toned vintage street view of a small European town square. Traditional multi-storey houses with steep tiled roofs line a curved street. In the background rises a baroque-style tower with a cupola and weather vane. Shop signs are visible on the buildings, including one reading ""H. Badock"". The printed captions on the image say ""Pegau"" at the top left and ""Am Frankeplatz"" at the top right, indicating the specific location within the town.","Pegau
Am Frankeplatz
H. Badock","The front caption explicitly names “Pegau�?and “Am Frankeplatz,�?pointing to the town of Pegau in Saxony, Germany, and to a square named Frankeplatz. The architectural style—narrow, gabled houses with steep tiled roofs and a baroque tower—matches early 20th‑century small-town German architecture. The sepia tone, typography, and layout resemble German picture postcards from the 1900�?920 period, with the 1910s being a plausible midpoint estimate. The scene depicts a town square and commercial street rather than a single monument or government building, so it is categorized as “others.�?,,263ff164-bc40-5262-96e3-90ad9215faf6
0087e255-dd92-59d2-8d98-b532c5e1d454.jpg,Finland,Helsinki,,1940s,Vintage illustrated Easter postcard showing a young girl with red hair and a red bow", wearing a red dress and white apron, holding a rectangular wicker basket on a table. On the table is a cloth decorated with floral patterns and beside her stands a vase filled with yellow daffodils. At the bottom, in cursive script," is the greeting 'Glad Påsk'.""",Glad Påsk,"The phrase 'Glad Påsk' is Swedish for 'Happy Easter', strongly indicating Swedish origin. The style of illustration, printing quality, and design resemble mid-20th-century (1930s�?950s) Scandinavian holiday postcards; the soft pastel colors and children’s motif fit particularly well with 1940s Swedish Easter cards. No specific landmark, city, or street is depicted—only a domestic Easter scene—so those fields remain null.",,c1c6db86-bc98-5986-8766-316eb4409a62,,,,,,,
00889d90-7ea9-5b27-a30d-41ce9123da8b.jpg,Germany,Wittenberg,Wallanlagen (Wittenberger Wallanlagen),1910s,"Black‑and‑white postcard view of a landscaped park with a pond in the foreground, reeds and swans on the water, and a small pavilion on an island. In the background stand several large brick and stone buildings along a curving path lined with trees and fencing. The scene has an old European town atmosphere. Red printed German text appears at the top of the image.","Wittenberg a. Elbe.
Partie in den Anlagen.","The printed German text names ‘Wittenberg a. Elbe�?(Wittenberg on the Elbe River) and describes the view as ‘Partie in den Anlagen�?(a view in the park grounds), indicating a landscaped city park in Wittenberg, Germany. The sepia/black‑and‑white style, typography, and park‑and‑villa composition resemble early 20th‑century German postcards, likely around the 1910s. No globally famous monument or specific street name is visible, so the exact place inside Wittenberg cannot be identified beyond a general park or garden.",,bcd8762b-2415-568a-a0e3-d60fe4029e81,,,,,,,,,,,,,
008be756-3ba0-582b-89ea-53061357c875.jpg,Norway,Moelv,Strandvik Pensjonat,1950s,"The image is a vintage black and white postcard showing a lakeshore with calm water in the foreground. On the far shore, there is a guesthouse (pensjonat) partially surrounded by trees and forested hills. The setting is tranquil, capturing a rural Nordic lakeside atmosphere. Two sets of text are visible: one near the bottom left corner and one in the bottom right.","Strandvik Pensjonat, Moelv
Moelv Foto","The presence of the Norwegian word 'Pensjonat' (guesthouse) and the place name 'Moelv' strongly suggest Norway as the country. The scenic lakeside setting and the architectural style fit well with Norwegian rural landscapes. 'Moelv Foto' indicates the photographic studio or printer, typical of mid-20th-century postcards. The overall visual quality and style further support a 1950s dating.",,564e3c71-075a-51f4-b8b7-d154bd45d43b,,,,,,,,,,,,,
008c7493-bd5d-5cf7-9ed2-8bcd95ae8127.jpg,Sweden,Mönsterås,Mönsterås Torg,1900s,"Black‑and‑white aerial view of a bustling town square filled with market stalls and crowds, surrounded by wooden houses; handwritten message along the lower margin. Printed caption at lower left indicates the square's name and publisher.","Mönsterås, Torget.
Åhmans Bokhandel","The printed caption clearly says “Mönsterås, Torget,�?Swedish for the town square in Mönsterås, and the publisher line reads “Åhmans Bokhandel,�?a Swedish term for a bookshop. The buildings and market scene fit a small Swedish town. The handwriting uses older Swedish orthography (e.g., ‘hjertligaste�?, suggesting an early 1900s postcard.",,4f933399-e093-5877-8f16-6dd2684329e8,,,,,,,,,,,,,
009d6111-1753-5e33-a365-8dc6b8cdc25c.jpg,Germany,Diesbar-Seußlitz,Badestrand Diesbar an der Elbe,1920s,"A vintage black‑and‑white postcard showing children and adults bathing and wading in a river, with low wooded hills and scattered houses in the background. People stand and play along a pebbly shoreline. At the bottom, printed text identifies the location as a bathing beach on the Elbe River near Diesbar.",Diesbar a. Elbe. Badestrand,"The layout, border, and sepia-toned halftone print strongly resemble early 20th‑century European postcards. The German text 'Diesbar a. Elbe. Badestrand' indicates a bathing beach on the Elbe River at Diesbar; the abbreviation 'a.' for 'an der' is typical German usage. Diesbar is part of the present municipality Diesbar‑Seußlitz in Saxony, Germany, on the Elbe. The swimwear styles and the printing style suggest a timeframe around the 1920s.",,3e81ac09-d62c-5995-b9ab-cae5e8b9259f,,,,,,,,,,,,,
009d6b26-ccd2-5c10-8272-a904123183f7.jpg,Greece,Athens,,1900s,"A vintage black‑and‑white postcard with two photographs of ancient marble busts on a cream background. The left image shows the bust of a curly‑haired male figure; the right image shows the bust of a woman. Greek and French captions identify them. Center‑top the card is labeled ""ΑΘΗΝΑΙ �?ATHÈNES."" There is a circular postmark dated 6‑F�?902 and a handwritten signature. At the bottom left there is a bilingual publication note in Greek and French, and at the bottom right the number 105 is printed.","ΑΘΗΝΑΙ �?ATHÈNES

ΚΕΦΑΛΗ ΕΥΒΟΥΛΕΩΣ ΕΞ ΕΛΕΥΣΙΝΟΣ
TÊTE D'EUBOULÉ D'ELEUSIS

ΚΕΦΑΛΗ ΓΥΝΑΙΚΟΣ ΕΞ ΑΙΓΙΟΥ
TÊTE DE FEMME D'AEGHION

""Εκδοσις της Ελληνικής ταχυδρομικής υπηρεσίας""
Édition du service des Postes Helléniques.

7 ΙΑΝ. 6‑F 5 1902
105","The card explicitly bears the bilingual title ""ΑΘΗΝΑΙ �?ATHÈNES"" and a publication note from the Hellenic postal service, indicating Greek origin and association with Athens. The sculptures referenced—Euboule from Eleusis and a female head from Aigio—are classical Greek artifacts, reinforcing Greek provenance. The postmark clearly shows the year 1902, placing the postcard in the early 1900s, i.e., the 1900s decade.",,698d4c7a-e7b0-5397-b563-c7fae9e6abd6,,,,,,,,,,,,,
